customer_id,gender,senior_citizen,tenure,contract_type,monthly_charges,total_charges,internet_service,streaming,security,tech_support,churn,tenure_group,high_monthly_charge,service_count,is_monthly_contract,churn_probability,risk_level,value_level,segment,recommended_action
2114-MGINA,Female,0,14,Month-to-month,89.8,1129.1,,1.0,0.0,0.0,1,12-24,1,1.0,1,0.5869568771054164,Medium,High,Medium Risk - High Value,Loyalty reward
7596-LDUXP,Female,0,12,One year,85.15,979.05,,1.0,1.0,0.0,0,6-12,1,2.0,0,0.26074757287921324,Low,High,Low Risk - High Value,Thank-you benefits
3740-RLMVT,Male,1,67,One year,60.95,4119.4,,0.0,1.0,1.0,0,,0,2.0,0,0.018638744384363835,Low,Low,Low Risk - Low Value,No immediate action
4489-SNOJF,Female,0,35,Month-to-month,72.25,2568.55,,1.0,1.0,1.0,1,24+,1,3.0,1,0.3847767133169001,Medium,High,Medium Risk - High Value,Loyalty reward
2192-OZITF,Female,0,45,Two year,73.55,3349.1,,0.0,1.0,1.0,0,24+,1,2.0,0,0.11968899574742746,Low,High,Low Risk - High Value,Thank-you benefits
5651-CPDND,Male,0,10,Month-to-month,46.0,492.1,,0.0,0.0,0.0,0,6-12,0,0.0,1,0.3189065901208593,Medium,Low,Medium Risk - Low Value,
2186-QZEYA,Female,1,29,Month-to-month,58.55,1718.95,,0.0,1.0,0.0,0,24+,0,1.0,1,0.195492727886457,Low,Low,Low Risk - Low Value,No immediate action
1131-ALZWV,Female,0,24,One year,24.6,605.25,0.0,,,,0,12-24,0,0.0,0,0.07533763662162621,Low,Low,Low Risk - Low Value,No immediate action
7729-XBTWX,Male,0,66,Two year,19.75,1344.5,0.0,,,,0,,0,0.0,0,0.02364373294608092,Low,Low,Low Risk - Low Value,No immediate action
9134-WYRVP,Male,0,51,One year,86.35,4267.15,,1.0,1.0,0.0,0,24+,1,2.0,0,0.10259625944526744,Low,High,Low Risk - High Value,Thank-you benefits
3284-SVCRO,Female,0,45,Two year,25.5,1121.05,0.0,,,,0,24+,0,0.0,0,0.0425298182606698,Low,Low,Low Risk - Low Value,No immediate action
9732-OUYRN,Female,0,49,One year,19.0,918.7,0.0,,,,0,24+,0,0.0,0,0.0380654385461893,Low,Low,Low Risk - Low Value,No immediate action
0559-CKHUS,Female,0,29,Two year,19.55,521.8,0.0,,,,0,24+,0,0.0,0,0.06587280067612894,Low,Low,Low Risk - Low Value,No immediate action
2931-SVLTV,Male,0,40,Month-to-month,110.1,4469.1,,1.0,1.0,1.0,0,24+,1,3.0,1,0.3512019143202446,Medium,High,Medium Risk - High Value,Loyalty reward
6899-PPEEA,Female,1,37,Month-to-month,96.55,3580.3,,1.0,0.0,0.0,1,24+,1,1.0,1,0.42237868202981615,Medium,High,Medium Risk - High Value,Loyalty reward
7504-UWHNB,Male,0,25,Month-to-month,69.75,1729.35,,0.0,0.0,0.0,0,24+,0,0.0,1,0.23288075173985212,Low,Low,Low Risk - Low Value,No immediate action
2582-FFFZR,Female,0,22,Month-to-month,50.6,1073.3,,1.0,0.0,0.0,0,12-24,0,1.0,1,0.2292601724676675,Low,Low,Low Risk - Low Value,No immediate action
8908-NMQTX,Male,0,72,Two year,65.6,4566.5,,1.0,1.0,1.0,0,,0,3.0,0,0.014554739199404993,Low,Low,Low Risk - Low Value,No immediate action
2187-LZGPL,Female,0,7,Month-to-month,40.1,293.3,,0.0,0.0,0.0,1,6-12,0,0.0,1,0.33801820039754427,Medium,Low,Medium Risk - Low Value,
1431-AIDJQ,Male,0,33,Two year,82.1,2603.1,,1.0,0.0,1.0,0,24+,1,2.0,0,0.16128107704377725,Low,High,Low Risk - High Value,Thank-you benefits
6288-LBEAR,Female,0,23,Month-to-month,79.1,1783.75,,0.0,0.0,1.0,0,12-24,1,1.0,1,0.5228367617662076,Medium,High,Medium Risk - High Value,Loyalty reward
4597-NUCQV,Male,1,24,Month-to-month,101.25,2440.15,,1.0,0.0,0.0,1,12-24,1,1.0,1,0.5156256629464928,Medium,High,Medium Risk - High Value,Loyalty reward
9019-QVLZD,Female,0,1,Month-to-month,79.55,79.55,,1.0,0.0,0.0,1,0-6,1,1.0,1,0.6741331094298597,High,High,High Risk - High Value,Personal call + customized discount
8413-YNHNV,Male,0,69,Two year,90.65,6322.1,,1.0,1.0,1.0,0,,1,3.0,0,0.05755577001318962,Low,High,Low Risk - High Value,Thank-you benefits
5808-TOTXO,Female,0,3,One year,20.55,57.4,0.0,,,,0,0-6,0,0.0,0,0.13001699442670614,Low,Low,Low Risk - Low Value,No immediate action
4369-NYSCF,Male,0,56,One year,75.75,4284.65,,1.0,0.0,1.0,0,24+,1,2.0,0,0.09004033334417716,Low,High,Low Risk - High Value,Thank-you benefits
6333-YDVLT,Male,0,65,One year,110.0,7138.65,,1.0,1.0,1.0,0,,1,3.0,0,0.06415356006696397,Low,High,Low Risk - High Value,Thank-you benefits
5324-KTGCG,Male,0,71,One year,20.85,1539.75,0.0,,,,0,,0,0.0,0,0.02052913028358305,Low,Low,Low Risk - Low Value,No immediate action
5599-HVLTW,Female,1,14,Month-to-month,80.35,1058.1,,0.0,0.0,0.0,0,12-24,1,0.0,1,0.6126440130856198,High,High,High Risk - High Value,Personal call + customized discount
7394-LWLYN,Female,0,2,Month-to-month,70.15,123.8,,0.0,0.0,0.0,0,0-6,0,0.0,1,0.3710534509607385,Medium,Low,Medium Risk - Low Value,
3707-LRWZD,Female,0,32,One year,84.05,2781.85,,1.0,0.0,0.0,1,24+,1,1.0,0,0.18052438349142957,Low,High,Low Risk - High Value,Thank-you benefits
6873-UDNLD,Male,0,40,Month-to-month,67.45,2731.0,,0.0,1.0,0.0,0,24+,0,1.0,1,0.1502718101343742,Low,Low,Low Risk - Low Value,No immediate action
2700-LUEVA,Male,0,1,Month-to-month,20.75,20.75,0.0,,,,0,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
1455-ESIQH,Male,0,1,Month-to-month,89.1,89.1,,1.0,0.0,0.0,1,0-6,1,1.0,1,0.6741331094298597,High,High,High Risk - High Value,Personal call + customized discount
0958-YHXGP,Female,0,7,Month-to-month,69.9,497.3,,0.0,0.0,0.0,0,6-12,0,0.0,1,0.33801820039754427,Medium,Low,Medium Risk - Low Value,
1101-SSWAG,Female,0,15,Month-to-month,51.1,711.15,,0.0,0.0,0.0,0,12-24,0,0.0,1,0.28838525605083826,Low,Low,Low Risk - Low Value,No immediate action
2979-SXESE,Female,0,17,Month-to-month,94.4,1607.2,,1.0,1.0,0.0,1,12-24,1,2.0,1,0.5393424774937486,Medium,High,Medium Risk - High Value,Loyalty reward
4013-TLDHQ,Male,0,19,Month-to-month,78.25,1490.95,,0.0,0.0,0.0,1,12-24,1,0.0,1,0.5778617373916257,Medium,High,Medium Risk - High Value,Loyalty reward
5743-KHMNA,Male,0,71,Two year,25.55,1898.1,0.0,,,,0,,0,0.0,0,0.02052913028358305,Low,Low,Low Risk - Low Value,No immediate action
4194-FJARJ,Female,0,54,Two year,60.0,3273.95,,0.0,1.0,1.0,0,24+,0,2.0,0,0.02690527793396161,Low,Low,Low Risk - Low Value,No immediate action
5325-UWTWJ,Male,0,31,Month-to-month,90.55,2929.75,,0.0,1.0,1.0,0,24+,1,2.0,1,0.43862827920308506,Medium,High,Medium Risk - High Value,Loyalty reward
3969-GYXEL,Female,0,11,Month-to-month,76.4,838.7,,0.0,1.0,0.0,0,6-12,1,1.0,1,0.6077972081713429,High,High,High Risk - High Value,Personal call + customized discount
9208-OLGAQ,Female,1,18,Month-to-month,84.95,1443.65,,0.0,0.0,0.0,0,12-24,1,0.0,1,0.5848922139413725,Medium,High,Medium Risk - High Value,Loyalty reward
3244-CQPHU,Female,1,72,Two year,110.1,7746.7,,1.0,1.0,1.0,0,,1,3.0,0,0.05303122362252519,Low,High,Low Risk - High Value,Thank-you benefits
2674-MLXMN,Female,1,71,Month-to-month,99.65,6951.15,,1.0,0.0,0.0,0,,1,1.0,1,0.2149746674513687,Low,High,Low Risk - High Value,Thank-you benefits
9708-HPXWZ,Male,1,5,Month-to-month,45.4,214.75,,1.0,0.0,1.0,0,0-6,0,2.0,1,0.3039741452709465,Medium,Low,Medium Risk - Low Value,
6992-TKNYO,Male,0,38,One year,69.0,2669.45,,0.0,0.0,1.0,0,24+,0,1.0,0,0.046578578860115044,Low,Low,Low Risk - Low Value,No immediate action
4468-YDOVK,Male,0,5,Month-to-month,48.65,235.2,,0.0,0.0,1.0,0,0-6,0,1.0,1,0.3270839743690132,Medium,Low,Medium Risk - Low Value,
3754-DXMRT,Male,1,2,Month-to-month,44.15,92.65,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.3710534509607385,Medium,Low,Medium Risk - Low Value,
5792-JALQC,Female,1,52,Two year,59.85,3103.25,,0.0,1.0,0.0,0,24+,0,1.0,0,0.03157384533759675,Low,Low,Low Risk - Low Value,No immediate action
7130-VTEWQ,Female,1,8,Month-to-month,75.75,606.25,,0.0,0.0,0.0,1,6-12,1,0.0,1,0.6528897236788328,High,High,High Risk - High Value,Personal call + customized discount
2200-DSAAL,Female,0,68,Two year,80.65,5330.2,,1.0,0.0,0.0,0,,1,1.0,0,0.07224171272003466,Low,High,Low Risk - High Value,Thank-you benefits
4302-ZYFEL,Male,0,69,One year,20.55,1403.1,0.0,,,,0,,0,0.0,0,0.021723613998666087,Low,Low,Low Risk - Low Value,No immediate action
9351-LZYGF,Female,0,42,Month-to-month,66.4,2727.8,,0.0,1.0,1.0,0,24+,0,2.0,1,0.13041588368783663,Low,Low,Low Risk - Low Value,No immediate action
4366-CTOUZ,Female,0,50,Two year,100.2,5038.45,,1.0,0.0,1.0,0,24+,1,2.0,0,0.10528665037433987,Low,High,Low Risk - High Value,Thank-you benefits
6121-VZNQB,Female,0,1,Month-to-month,19.1,19.1,0.0,,,,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
7903-CMPEY,Male,1,1,Month-to-month,80.3,80.3,,0.0,1.0,0.0,1,0-6,1,1.0,1,0.6741331094298597,High,High,High Risk - High Value,Personal call + customized discount
1518-OMDIK,Male,0,33,Month-to-month,44.55,1462.6,,0.0,0.0,0.0,0,24+,0,0.0,1,0.19415778478228918,Low,Low,Low Risk - Low Value,No immediate action
6671-NGWON,Female,0,7,Month-to-month,20.35,150.6,0.0,,,,0,6-12,0,0.0,1,0.33801820039754427,Medium,Low,Medium Risk - Low Value,
0595-ITUDF,Male,0,64,Month-to-month,91.8,5960.5,,0.0,1.0,0.0,0,,1,1.0,1,0.2510570978526835,Low,High,Low Risk - High Value,Thank-you benefits
6996-KNSML,Female,0,1,Month-to-month,74.9,74.9,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.697195641935318,High,High,High Risk - High Value,Personal call + customized discount
1955-IBMMB,Male,0,59,Two year,20.2,1192.3,0.0,,,,0,24+,0,0.0,0,0.028789960620946613,Low,Low,Low Risk - Low Value,No immediate action
0096-BXERS,Female,0,6,Month-to-month,50.35,314.55,,0.0,0.0,0.0,0,0-6,0,0.0,1,0.34451208726750715,Medium,Low,Medium Risk - Low Value,
3806-YAZOV,Female,0,3,Month-to-month,18.8,56.0,0.0,,,,0,0-6,0,0.0,1,0.36433734752185404,Medium,Low,Medium Risk - Low Value,
7998-ZLXWN,Female,0,15,Month-to-month,20.45,330.8,0.0,,,,0,12-24,0,0.0,1,0.28838525605083826,Low,Low,Low Risk - Low Value,No immediate action
6253-WRFHY,Male,0,13,One year,64.75,877.35,,1.0,0.0,0.0,0,12-24,0,1.0,0,0.09139452506473891,Low,Low,Low Risk - Low Value,No immediate action
9133-AYJZG,Female,0,23,Month-to-month,98.7,2249.1,,1.0,0.0,0.0,0,12-24,1,1.0,1,0.5228367617662076,Medium,High,Medium Risk - High Value,Loyalty reward
2675-OTVVJ,Male,1,31,Month-to-month,89.45,2807.65,,1.0,1.0,0.0,0,24+,1,2.0,1,0.43862827920308506,Medium,High,Medium Risk - High Value,Loyalty reward
8680-CGLTP,Male,0,29,One year,58.75,1696.2,,0.0,1.0,1.0,0,24+,0,2.0,0,0.05386175101027394,Low,Low,Low Risk - Low Value,No immediate action
8430-TWCBX,Female,0,49,One year,20.7,1032.05,0.0,,,,0,24+,0,0.0,0,0.0380654385461893,Low,Low,Low Risk - Low Value,No immediate action
5018-GWURO,Female,0,56,Month-to-month,85.6,4902.8,,1.0,0.0,0.0,0,24+,1,1.0,1,0.29694644210982357,Low,High,Low Risk - High Value,Thank-you benefits
6741-QRLUP,Female,0,63,Two year,80.3,4995.35,,0.0,1.0,1.0,0,,1,2.0,0,0.07478865453535698,Low,High,Low Risk - High Value,Thank-you benefits
4737-HOBAX,Male,0,63,Two year,79.8,5034.05,,1.0,0.0,1.0,0,,1,2.0,0,0.07478865453535698,Low,High,Low Risk - High Value,Thank-you benefits
0537-QYZZN,Male,1,24,Month-to-month,79.85,1857.75,,0.0,1.0,0.0,0,12-24,1,1.0,1,0.5156256629464928,Medium,High,Medium Risk - High Value,Loyalty reward
3340-QBBFM,Male,1,36,One year,54.1,1992.85,,0.0,0.0,1.0,0,24+,0,1.0,0,0.04921259097134716,Low,Low,Low Risk - Low Value,No immediate action
1704-NRWYE,Female,1,9,Month-to-month,80.85,751.65,,1.0,0.0,0.0,1,6-12,1,1.0,1,0.6214806362587277,High,High,High Risk - High Value,Personal call + customized discount
2592-SEIFQ,Male,0,3,Month-to-month,24.75,66.95,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.36433734752185404,Medium,Low,Medium Risk - Low Value,
8200-KLNYW,Female,0,21,One year,80.9,1714.95,,1.0,1.0,1.0,0,12-24,1,3.0,0,0.19637353707086241,Low,High,Low Risk - High Value,Thank-you benefits
3372-CDXFJ,Male,0,13,One year,24.5,343.6,0.0,,,,0,12-24,0,0.0,0,0.10068062486845507,Low,Low,Low Risk - Low Value,No immediate action
4781-ZXYGU,Male,0,1,Month-to-month,20.15,20.15,0.0,,,,0,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
7632-YUTXB,Female,0,25,One year,20.05,520.1,0.0,,,,0,24+,0,0.0,0,0.07334979388055479,Low,Low,Low Risk - Low Value,No immediate action
2718-YSKCS,Male,0,71,Two year,19.6,1387.45,0.0,,,,0,,0,0.0,0,0.02052913028358305,Low,Low,Low Risk - Low Value,No immediate action
9896-UYMIE,Male,0,66,One year,114.3,7383.7,,1.0,1.0,1.0,0,,1,3.0,0,0.0624408903248133,Low,High,Low Risk - High Value,Thank-you benefits
0853-NWIFK,Female,0,45,One year,100.3,4483.95,,1.0,1.0,0.0,0,24+,1,2.0,0,0.11968899574742746,Low,High,Low Risk - High Value,Thank-you benefits
8212-CRQXP,Female,0,22,Month-to-month,80.0,1706.45,,1.0,0.0,0.0,0,12-24,1,1.0,1,0.5300383531950449,Medium,High,Medium Risk - High Value,Loyalty reward
6980-CDGFC,Female,0,67,One year,20.85,1327.4,0.0,,,,0,,0,0.0,0,0.022985967504544725,Low,Low,Low Risk - Low Value,No immediate action
7691-XVTZH,Female,0,68,Two year,89.95,5974.3,,1.0,0.0,0.0,0,,1,1.0,0,0.07224171272003466,Low,High,Low Risk - High Value,Thank-you benefits
2520-SGTTA,Female,0,0,Two year,20.0,0.0,0.0,,,,0,,0,0.0,0,0.14013783767275179,Low,Low,Low Risk - Low Value,No immediate action
7481-ATQQS,Female,1,49,Month-to-month,90.85,4515.85,,0.0,0.0,0.0,1,24+,1,0.0,1,0.3652550728724526,Medium,High,Medium Risk - High Value,Loyalty reward
2277-VWCNI,Female,1,4,Month-to-month,48.75,179.85,,0.0,0.0,0.0,0,0-6,0,0.0,1,0.3576736754169115,Medium,Low,Medium Risk - Low Value,
1088-CNNKB,Male,0,63,One year,80.0,5040.2,,0.0,1.0,1.0,0,,1,2.0,0,0.07478865453535698,Low,High,Low Risk - High Value,Thank-you benefits
8642-GVWRF,Female,0,2,Month-to-month,79.7,165.0,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.6910625506926343,High,High,High Risk - High Value,Personal call + customized discount
1930-BZLHI,Male,0,21,One year,20.35,422.7,0.0,,,,0,12-24,0,0.0,0,0.0816013369601739,Low,Low,Low Risk - Low Value,No immediate action
3400-ESFUW,Male,0,55,Two year,57.55,3046.4,,0.0,1.0,1.0,1,24+,0,2.0,0,0.02615920780777942,Low,Low,Low Risk - Low Value,No immediate action
5868-YTYKS,Male,0,1,Month-to-month,20.25,20.25,0.0,,,,0,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
3525-DVKFN,Female,0,17,Two year,19.4,358.05,0.0,,,,0,12-24,0,0.0,0,0.0906902956823603,Low,Low,Low Risk - Low Value,No immediate action
1482-OXZSY,Male,0,30,Month-to-month,100.4,2936.25,,1.0,1.0,0.0,0,24+,1,2.0,1,0.4457535195362635,Medium,High,Medium Risk - High Value,Loyalty reward
0377-JBKKT,Male,0,22,Month-to-month,57.95,1271.8,,0.0,1.0,1.0,0,12-24,0,2.0,1,0.21089584448703036,Low,Low,Low Risk - Low Value,No immediate action
5778-BVOFB,Female,0,9,Month-to-month,59.5,530.05,,1.0,0.0,1.0,0,6-12,0,2.0,1,0.2800941396164213,Low,Low,Low Risk - Low Value,No immediate action
3373-YZZYM,Male,0,1,Month-to-month,19.2,19.2,0.0,,,,0,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
2057-ZBLPD,Female,0,21,Month-to-month,86.5,1808.7,,0.0,0.0,0.0,1,12-24,1,0.0,1,0.5637084484174356,Medium,High,Medium Risk - High Value,Loyalty reward
0228-MAUWC,Male,0,19,Month-to-month,59.55,1144.6,,0.0,0.0,1.0,0,12-24,0,1.0,1,0.24493139103473213,Low,Low,Low Risk - Low Value,No immediate action
5502-RLUYV,Female,0,69,Month-to-month,103.95,7446.9,,1.0,0.0,0.0,1,,1,1.0,1,0.22488529992434558,Low,High,Low Risk - High Value,Thank-you benefits
0023-HGHWL,Male,1,1,Month-to-month,25.1,25.1,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
7663-YJHSN,Female,0,72,Two year,103.95,7556.9,,1.0,1.0,1.0,0,,1,3.0,0,0.05303122362252519,Low,High,Low Risk - High Value,Thank-you benefits
4915-BFSXL,Male,0,70,Two year,68.95,4858.7,,1.0,1.0,0.0,0,,0,2.0,0,0.017117956757402655,Low,Low,Low Risk - Low Value,No immediate action
3086-RUCRN,Female,0,66,Month-to-month,103.1,6595.0,,0.0,1.0,1.0,0,,1,2.0,1,0.22135315707060052,Low,High,Low Risk - High Value,Thank-you benefits
5215-LNLDJ,Female,0,7,Month-to-month,24.7,149.05,,0.0,0.0,0.0,0,6-12,0,0.0,1,0.33801820039754427,Medium,Low,Medium Risk - Low Value,
7576-JMYWV,Female,1,46,Month-to-month,110.2,4972.1,,1.0,1.0,1.0,0,24+,1,3.0,1,0.3127946943765455,Medium,High,Medium Risk - High Value,Loyalty reward
9039-RBEEE,Male,0,39,Month-to-month,48.95,1880.85,,1.0,1.0,1.0,1,24+,0,3.0,1,0.12812225693955726,Low,Low,Low Risk - Low Value,No immediate action
0257-KXZGU,Female,0,32,Month-to-month,62.45,2045.55,,0.0,0.0,0.0,0,24+,0,0.0,1,0.19871752811048302,Low,Low,Low Risk - Low Value,No immediate action
1307-ATKGB,Male,0,24,Month-to-month,89.55,2187.15,,0.0,0.0,0.0,0,12-24,1,0.0,1,0.5422896142692804,Medium,High,Medium Risk - High Value,Loyalty reward
8417-FMLZI,Male,0,6,Month-to-month,83.55,477.55,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.6658648072813504,High,High,High Risk - High Value,Personal call + customized discount
3714-XPXBW,Female,0,37,Month-to-month,78.9,2976.95,,1.0,1.0,1.0,0,24+,1,3.0,1,0.37119414208814894,Medium,High,Medium Risk - High Value,Loyalty reward
1850-AKQEP,Male,0,8,Month-to-month,20.35,178.7,0.0,,,,0,6-12,0,0.0,1,0.3315847996031494,Medium,Low,Medium Risk - Low Value,
2824-DXNKN,Female,0,72,Two year,71.45,5025.85,,1.0,1.0,0.0,0,,1,2.0,0,0.05867113449586433,Low,High,Low Risk - High Value,Thank-you benefits
5227-JSCFE,Male,1,71,Two year,46.35,3353.4,,0.0,1.0,1.0,0,,0,2.0,0,0.01663864369131703,Low,Low,Low Risk - Low Value,No immediate action
0848-ZGQIJ,Female,0,16,Month-to-month,94.65,1461.15,,1.0,0.0,0.0,0,12-24,1,1.0,1,0.5728831363837719,Medium,High,Medium Risk - High Value,Loyalty reward
3621-CHYVB,Female,0,57,Month-to-month,49.9,2782.4,,0.0,1.0,1.0,0,24+,0,2.0,1,0.08862009982794278,Low,Low,Low Risk - Low Value,No immediate action
8042-RNLKO,Male,0,66,One year,25.45,1699.15,0.0,,,,0,,0,0.0,0,0.02364373294608092,Low,Low,Low Risk - Low Value,No immediate action
1792-UXAFY,Female,1,17,Month-to-month,89.15,1496.9,,1.0,0.0,0.0,1,12-24,1,1.0,1,0.5658002576666198,Medium,High,Medium Risk - High Value,Loyalty reward
5372-FBKBN,Female,0,21,Month-to-month,20.75,452.2,0.0,,,,0,12-24,0,0.0,1,0.2541565710327509,Low,Low,Low Risk - Low Value,No immediate action
0420-TXVSG,Male,0,66,Two year,66.1,4428.45,,0.0,1.0,0.0,0,,0,1.0,0,0.02129474894324476,Low,Low,Low Risk - Low Value,No immediate action
6217-TOWGS,Female,0,17,Month-to-month,75.4,1322.55,,1.0,0.0,0.0,0,12-24,1,1.0,1,0.5658002576666198,Medium,High,Medium Risk - High Value,Loyalty reward
0515-YPMCW,Male,0,1,Month-to-month,70.45,70.45,,0.0,0.0,0.0,1,0-6,1,0.0,1,0.697195641935318,High,High,High Risk - High Value,Personal call + customized discount
0378-XSZPU,Male,0,58,One year,60.3,3563.8,,0.0,1.0,0.0,1,24+,0,1.0,0,0.026683369524093607,Low,Low,Low Risk - Low Value,No immediate action
1045-LTCYT,Female,0,8,Month-to-month,21.05,139.75,0.0,,,,0,6-12,0,0.0,1,0.3315847996031494,Medium,Low,Medium Risk - Low Value,
1544-JJMYL,Male,0,27,One year,69.35,1927.3,,1.0,1.0,1.0,0,24+,0,3.0,0,0.05140563940533475,Low,Low,Low Risk - Low Value,No immediate action
4636-JGAAI,Male,0,34,Month-to-month,88.85,3000.25,,0.0,0.0,0.0,0,24+,1,0.0,1,0.4702071403819335,Medium,High,Medium Risk - High Value,Loyalty reward
6874-SGLHU,Male,0,30,One year,97.0,3021.3,,1.0,0.0,0.0,0,24+,1,1.0,0,0.18922964541909543,Low,High,Low Risk - High Value,Thank-you benefits
5951-AOFIH,Male,0,33,Month-to-month,66.4,2245.4,,1.0,0.0,0.0,0,24+,0,1.0,1,0.17795603392458956,Low,Low,Low Risk - Low Value,No immediate action
4729-XKASR,Male,0,1,Month-to-month,24.75,24.75,,0.0,0.0,0.0,1,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
3059-NGMXB,Male,0,14,Month-to-month,69.2,944.65,,0.0,1.0,0.0,0,12-24,0,1.0,1,0.2726156057895172,Low,Low,Low Risk - Low Value,No immediate action
8652-YHIYU,Female,0,16,One year,79.5,1264.2,,0.0,0.0,1.0,0,12-24,1,1.0,0,0.25911054595509336,Low,High,Low Risk - High Value,Thank-you benefits
5278-PNYOX,Female,0,49,Two year,100.65,4917.75,,1.0,0.0,1.0,0,24+,1,2.0,0,0.1080390980562303,Low,High,Low Risk - High Value,Thank-you benefits
5449-FIBXJ,Male,0,19,Month-to-month,103.3,2012.7,,1.0,0.0,1.0,1,12-24,1,2.0,1,0.5249593943367669,Medium,High,Medium Risk - High Value,Loyalty reward
3486-HOOGQ,Female,0,70,Two year,79.7,5743.3,,1.0,1.0,1.0,0,,1,3.0,0,0.05600869608393991,Low,High,Low Risk - High Value,Thank-you benefits
5061-PBXFW,Female,0,32,Month-to-month,61.4,1864.65,,0.0,1.0,1.0,0,24+,0,2.0,1,0.1668094423776212,Low,Low,Low Risk - Low Value,No immediate action
8630-FJLIB,Female,0,18,Month-to-month,69.8,1221.65,,0.0,0.0,0.0,0,12-24,0,0.0,1,0.27093137634265824,Low,Low,Low Risk - Low Value,No immediate action
3891-NLXJB,Male,0,37,Two year,40.55,1390.85,,0.0,1.0,1.0,0,24+,0,2.0,0,0.043228310625957285,Low,Low,Low Risk - Low Value,No immediate action
4749-OJKQU,Female,0,4,Month-to-month,75.65,302.35,,0.0,0.0,0.0,0,0-6,1,0.0,1,0.6785936417198722,High,High,High Risk - High Value,Personal call + customized discount
0577-WHMEV,Female,0,16,Month-to-month,90.7,1374.9,,0.0,1.0,0.0,0,12-24,1,1.0,1,0.5728831363837719,Medium,High,Medium Risk - High Value,Loyalty reward
5453-AXEPF,Male,0,17,Month-to-month,80.5,1336.9,,0.0,0.0,0.0,0,12-24,1,0.0,1,0.5918882950616459,Medium,High,Medium Risk - High Value,Loyalty reward
3639-XJHKQ,Female,0,19,Month-to-month,60.6,1297.8,,0.0,1.0,0.0,0,12-24,0,1.0,1,0.24493139103473213,Low,Low,Low Risk - Low Value,No immediate action
3716-LRGXK,Male,0,60,Two year,101.15,6067.4,,1.0,0.0,0.0,0,24+,1,1.0,0,0.08934551246412836,Low,High,Low Risk - High Value,Thank-you benefits
2263-SFSQZ,Male,0,51,Two year,24.95,1222.25,0.0,,,,0,24+,0,0.0,0,0.036005463109058264,Low,Low,Low Risk - Low Value,No immediate action
9950-MTGYX,Male,0,28,Two year,20.3,487.95,0.0,,,,0,24+,0,0.0,0,0.0676728086322462,Low,Low,Low Risk - Low Value,No immediate action
3397-AVTKU,Male,0,43,Two year,60.0,2548.55,,0.0,0.0,0.0,0,24+,0,0.0,0,0.04494566688435613,Low,Low,Low Risk - Low Value,No immediate action
4825-FUREZ,Male,0,42,Two year,20.25,835.5,0.0,,,,0,24+,0,0.0,0,0.04620211375766487,Low,Low,Low Risk - Low Value,No immediate action
9837-BMCLM,Male,0,3,Month-to-month,78.5,242.05,,1.0,0.0,0.0,1,0-6,1,1.0,1,0.6613157890471344,High,High,High Risk - High Value,Personal call + customized discount
2672-OJQZP,Female,0,1,Month-to-month,44.75,44.75,,0.0,0.0,0.0,0,0-6,0,0.0,1,0.37781977241071196,Medium,Low,Medium Risk - Low Value,
0137-UDEUO,Female,0,3,Month-to-month,19.85,63.75,0.0,,,,1,0-6,0,0.0,1,0.36433734752185404,Medium,Low,Medium Risk - Low Value,
3134-DSHVC,Female,0,63,Two year,98.0,6218.45,,1.0,1.0,0.0,0,,1,2.0,0,0.07478865453535698,Low,High,Low Risk - High Value,Thank-you benefits
6161-UUUTA,Male,1,3,Month-to-month,79.9,260.9,,1.0,0.0,0.0,1,0-6,1,1.0,1,0.6613157890471344,High,High,High Risk - High Value,Personal call + customized discount
7821-DPRQE,Male,0,68,Month-to-month,107.7,7320.9,,1.0,1.0,1.0,0,,1,3.0,1,0.19425211864900577,Low,High,Low Risk - High Value,Thank-you benefits
6543-XRMYR,Female,1,30,Month-to-month,99.7,2967.35,,1.0,0.0,0.0,1,24+,1,1.0,1,0.4723276076174972,Medium,High,Medium Risk - High Value,Loyalty reward
2001-EWBQU,Female,0,60,Two year,104.7,6333.8,,1.0,0.0,0.0,0,24+,1,1.0,0,0.08934551246412836,Low,High,Low Risk - High Value,Thank-you benefits
4925-LMHOK,Male,0,15,Month-to-month,58.6,939.7,,0.0,0.0,1.0,1,12-24,0,1.0,1,0.26692506831978513,Low,Low,Low Risk - Low Value,No immediate action
1608-GMEWB,Male,1,45,Month-to-month,93.9,4200.25,,1.0,0.0,0.0,0,24+,1,1.0,1,0.36723031298355285,Medium,High,Medium Risk - High Value,Loyalty reward
